#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260530    18:54:52       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:52       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:52       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:52       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:53       0    787      4      0      -      -      -      -      -      - 
 20260530    18:54:53       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:53       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:53       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:54       0   6321      4      0      -      -      -      -      -      - 
 20260530    18:54:54       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:54       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:54       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:55       0   6323      4      0      -      -      -      -      -      - 
 20260530    18:54:55       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:55       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:55       3      1      1      0      0      0      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260530    18:54:56       0   6323      4      0      -      -      -      -      -      - 
 20260530    18:54:56       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:56       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:56       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:57       0   6321      4      0      -      -      -      -      -      - 
 20260530    18:54:57       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:57       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:57       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:58       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:58       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:58       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:58       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:59       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:59       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:59       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:59       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:00       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:00       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:00       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:00       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:01       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:01       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:01       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:01       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:02       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:02       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:02       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:02       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:03       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:03       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:03       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:03       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:04       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:04       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:04       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:04       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:05       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:05       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:05       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:05       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:06       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:06       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:06       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:06       3      1      1      0      0      0      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260530    18:55:07       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:07       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:07       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:07       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:08       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:08       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:08       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:08       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:09       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:09       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:09       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:09       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:10       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:10       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:10       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:10       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:11       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:11       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:11       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:11       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:12       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:12       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:12       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:12       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:13       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:13       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:13       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:13       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:14       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:14       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:14       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:14       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:15       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:15       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:15       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:15       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:16       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:16       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:16       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:16       3      1      1      0      0      0      0      0      0      0 
 20260530    18:55:18       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:18       1      1      1      0      -      -      -      -      -      - 
 20260530    18:55:18       2      1      1      0      -      -      -      -      -      - 
 20260530    18:55:18       3      1      1      0      0      0      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260530    18:55:19       0     88      1      0      -      -      -      -      -      - 
 20260530    18:55:19       1      1      1      0      -      -      -      -      -      - 
